original_Nr. Matricola,original_Cod. Cli/For,original_RAGIONESOCIALE,original_Commessa,original_Cod. Dest.,original_H2DES,original_INDIRIZZO,original_CITTA,original_CAP,original_PROVINCIA,original_NAZIONE,original_LONG,original_LAT,original_Fatt-Fitt,lat,lon,formatted,name,housenumber,district,street,postcode,suburb,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
PM4099010,1201002348,DEMO TECHNOLOGY SRL,PM010,,Linea PRAGMA_M,VICOLO TORRICELLI 1,PIONCA DI VIGONZA,35010,PD,Italia,11.975991500,45.4738822,2208,,,,,,,,,,,,,,,,,,,,,,
L93604165,1201002358,OFFICINA GRAZIANI SRL,LB108,1,Linea LEM_93,VIA RENZI 11,RUSSI,48026,RA,Italia,12.027636312,44.37529742,-2268,44.370142,12.034028,"Via Trento, 11, 48026 Russi RA, Italia",,11,Comune di Russi,Via Trento,48026,,Russi,Ravenna,RA,Emilia-Romagna,EMI,Italia,it,0.5,1,0.5,© OpenAddresses contributors,BSD-3-Clause License,
SV1710046,1201002195,M.C.S. SRL,SV046,,,VIA RESEGONE 13,BEVERA DI SIRTORI,23896,LC,Italia,9.333942300,45.7474187,2251,,,,,,,,,,,,,,,,,,,,,,
RV1510054,1201001591,MODELLERIA MAZZARI SRL,RV054,,,VIA DELLA MECCANICA 9/11,PADOVA,35020,PD,Italia,11.855775900,45.4840024,-3076,,,,,,,,,,,,,,,,,,,,,,
B99104,1201002376,GILDEMEISTER ITALIANA SRL,SB064,,Linea SPAZIO,VIA G. DONIZETTI 138,BREMBATE DI SOPRA,24030,BG,Italia,9.585090670,45.70554155,335,,,,,,,,,,,,,,,,,,,,,,
GM0610062,1201002262,SAN GREGORIO SPA,GM062,,,V.LE EUROPA 62,SAMARATE,21017,VA,Italia,8.785557400,45.6061474,-2648,45.6035749,8.7859092,"Viale Europa, 21017 Lonate Pozzolo VA, Italia",Viale Europa,,,Viale Europa,21017,,Lonate Pozzolo,Varese,VA,Lombardia,LOM,Italia,it,0.45,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
AM2009136,1201002085,PIOVESAN FLORINDO SRL,AM117,,,VIA ZAGARIA 1/B,QUINTO DI TREVISO,31055,TV,Italia,12.164972500,45.629742,1880,,,,,,,,,,,,,,,,,,,,,,
XM2010063,1201002223,CAMEC SRL,XM054,1,,"VIA ENRICO FERMI, 45",ROSSANO VENETO,36028,VI,Italia,11.820311400,45.704803,-2857,45.704831,11.820307,"Via Enrico Fermi, 45, 36028 Rossano Veneto VI, Italia",,45,Comune di Rossano Veneto,Via Enrico Fermi,36028,,Rossano Veneto,Vicenza,VI,Veneto,VEN,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
TM3510029,1201002333,O.M.LER 2000 SRL,TM029,,,STRADA MONTA' DELLA RADICE 15A,BANDITO DI BRA',12042,CN,Italia,7.815863900,44.7339868,-3033,,,,,,,,,,,,,,,,,,,,,,
GM1010065,1201002296,DONATI 2000 SRL,GM065,,,"VIA XXV APRILE, 25",TREVI,6039,PG,Italia,12.725077912,42.89895701,-3515,42.8925245,12.7269567,"Donati 2000 Snc, Via 25 Aprile, 25, 06039 Matigge PG, Italia",Donati 2000 Snc,25,Comune di Trevi,Via 25 Aprile,06039,Zona industriale Pietrarossa,Matigge,Perugia,PG,Umbria,UMB,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
GM0810063,1201001253,GREMBER SRL,GM063,,,VIA MANTOVA 17 INT.1,MONDOVÌ,12084,CN,Italia,7.666586196,45.07677772,2479,44.4144732,7.8246612,"Via Mantova, 17, 12084 Mondovì CN, Italia",,17,,Via Mantova,12084,,Mondovì,Cuneo,CN,Piemonte,PIE,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0602095,1201002394,BORA S.P.A.,LM096,,Linea SIRIO_M,VIA DELL'INDUSTRIA 3,MAIOLATI SPONTINI,60030,AN,Italia,13.163283298,43.50682992,1119,43.500664,13.115548,"Via dell'Industria, 3, 60031 Moie AN, Italia",,3,Comune di Maiolati Spontini,Via dell'Industria,60031,,Moie,Ancona,AN,Marche,MAR,Italia,it,0.81,0.81,0.81,© OpenAddresses contributors,BSD-3-Clause License,
TM3510030,1201001820,JUNIOR S.R.L.,TM030,,,"VIA GALILEI 54/C, ZONA PRODUTTIVA RAMERA",MARENO DI PIAVE,31010,TV,Italia,12.332964388,45.86581469,3317,,,,,,,,,,,,,,,,,,,,,,
TM3507007,1201002214,BFR MECCANICA SRL,TM007,,,VIA DEGLI OLMI 60,CESSALTO,31040,TV,Italia,12.613333183,45.70127397,-2122,45.7010979,12.6132044,"Via degli Olmi, 60, 31040 Santa Maria di Campagna TV, Italia",,60,,Via degli Olmi,31040,,Santa Maria di Campagna,Treviso,TV,Veneto,VEN,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
GM1210066,1201002242,MAIFREDI FRANCESCO & C. SRL,GM052,1,,"VIA CAVEZZO, 32",CASTEGNATO,25045,BS,Italia,10.136522900,45.5563951,-3291,45.5564929,10.1341658,"Via Cavezzo, 32, 25045 Castegnato BS, Italia",,32,,Via Cavezzo,25045,,Castegnato,Brescia,BS,Lombardia,LOM,Italia,it,1,1,1,,,
L188068,1201002410,TECNUT SNC DI NORI RICCARDO C.,L1003,1,Obsoleta,"VIA MALPIGHI, 87",FAENZA,48018,RA,Italia,11.884073370,44.28938947,4500,44.2993844,11.8710381,"Via Marcello Malpighi, 87, 48018 Faenza RA, Italia",,87,,Via Marcello Malpighi,48018,Quartiere Centro Nord,Faenza,Ravenna,RA,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
B96059,1201002414,C.S.D. SRL,SB019,,Linea SPAZIO,VIA SOMMARIVA 39/6,CARMAGNOLA,10022,TO,Italia,7.738100185,44.84553884,4915,,,,,,,,,,,,,,,,,,,,,,
DM0410020,1201000092,RACING BULLS S.P.A.,DM020,,,VIA BOARIA 229,FAENZA,48018,RA,Italia,11.863953285,44.30804803,651,44.3078834,11.8643328,"Via Boaria, 229, 48018 Faenza RA, Italia",,229,,Via Boaria,48018,Quartiere Centro Nord,Faenza,Ravenna,RA,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
L295220,1201002418,SAG SOCIETA' ARTIGIANA GIUDICARIESE DI LUCCHINI OMAR E FABIO SNC,L1040,,,VIA S.P. 69 N.6 Z.I.,STORO,38089,TN,Italia,10.566404181,45.84005821,-3634,45.837427,10.565444,"Via Strada Provinciale 69, 11, 38089 Comune di Storo Trento, Italia",,11,,Via Strada Provinciale 69,38089,,Comune di Storo,Trento,TN,Trentino-Alto Adige/Sudtirol,,Italia,it,0.3968999999999999,1,0.567,© OpenAddresses contributors,BSD-3-Clause License,
GM0810069,1201002249,AR.TER. SRL,GM069,,,"VIA PADULA, 56/58",CASTELLO DI CISTERNA,80030,NA,Italia,14.412204500,40.9215105,-1496,,,,,,,,,,,,,,,,,,,,,,
L93603173,1201002420,F.C.F. S.R.L,LB116,1,Linea LEM_93,"VIA GIOVANNI GALVANI, 3",BRUINO,10090,TO,Italia,7.483380241,45.00383958,3123,45.004274,7.483743,"Via Galvani, 3, 10090 Bruino Torino, Italia",,3,Comune di Bruino,Via Galvani,10090,,Bruino,Torino,TO,Piemonte,PIE,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
L48723,1201002421,TECNOSTAMPI GGS SNC DI SCAVEZZON ATTILIO & C.,L4011,,,VIA DEI OLMI 3,PIOMBINO DESE,35017,PD,Italia,11.988752569,45.6140859,-2994,45.6075204,11.9994148,"35017 Piombino Dese, Italia",,,,,35017,,Piombino Dese,Padova,PD,Veneto,VEN,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
RV1504023,1201002435,MILLTECH SRL,RV023,,Linea RAID,V.LE CRUTO 28,BRUINO,10090,TO,Italia,7.483945831,45.01210752,-2971,45.021066,7.4694735,"Bruino, PIE, Italia",,,,,,,Bruino,Torino,TO,Piemonte,PIE,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
GM0610061,1201002312,MOLDES J. CEREZA,GM061,,,"POLÍGONO INDUSTRIAL MALPICA, CALLE E, 9-10, NAVE 16-17",ZARAGOZA,50016,,Spagna,-0.799075023,41.65969558,4514,41.6604576,-0.7986269,"Calle E, 9-10, 50057 Saragozza, Spagna",,9-10,Santa Isabel,Calle E,50057,Polígono Industrial Malpica,Saragozza,Zaragoza,Z,Aragona,,Spagna,es,0.6300000000000001,0.7000000000000001,0.7000000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
GM1210058,1201002289,GE.CO SRL,GM058,,,"VIA BAGUTTA, 13",MILANO,20121,MI,Italia,9.914906807,44.17350157,4431,45.4682103,9.195981,"Via Bagutta, 13, 20121 Milano MI, Italia",,13,,Via Bagutta,20121,Municipio 1,Milano,Milano,MI,Lombardia,LOM,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
AM1202059,1201002436,LAVORAZIONI MECCANICHE ARTIGIANE (L.M.A.) SRL,AM040,,Linea AREA_M,VIA MONTALBANO 180,CASENUOVE DI MASIANO,51100,PT,Italia,10.916436618,43.89731877,-1204,43.85225,10.980839,"Via Montalbano, 180, 51039 Quarrata PT, Italia",,180,Comune di Quarrata,Via Montalbano,51039,,Quarrata,Pistoia,PT,Toscana,TOS,Italia,it,0.3,0.3,0.3,© OpenAddresses contributors,BSD-3-Clause License,
L93604170,1201002445,M.G.B. SRL A SOCIO UNICO,LB113,1,Linea LEM_93,"VIA BRACALENTI, 8 - LOC. CESE",LIMANA,32020,BL,Italia,12.156204341,46.09782952,-2461,46.098072,12.157745,"Via U. Bracalenti, 8, 32020 Limana BL, Italia",,8,,Via U. Bracalenti,32020,,Limana,Belluno,BL,Veneto,VEN,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
O493024,1201002445,M.G.B. SRL A SOCIO UNICO,O024,1,,"VIA BRACALENTI, 8 - LOC. CESE",LIMANA,32020,BL,Italia,12.156204341,46.09782952,-4975,46.098072,12.157745,"Via U. Bracalenti, 8, 32020 Limana BL, Italia",,8,,Via U. Bracalenti,32020,,Limana,Belluno,BL,Veneto,VEN,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
PM0605062,1201000968,G.P. TECNICA SRL,PM062,,Linea PRAGMA_M,VIA NAZIONALE 9,BALDICHIERI D'ASTI,14011,AT,Italia,8.084221612,44.90234617,3371,44.9026946,8.0881648,"Via Nazionale, 9, 14011 Baldichieri d'Asti AT, Italia",,9,,Via Nazionale,14011,,Baldichieri d'Asti,Asti,AT,Piemonte,PIE,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
L59186,1201002452,MINELLI SRL A SOCIO UNICO,L5039,,,VIA BONFADINA 81/83,CAZZAGO SAN MARTINO,25046,BS,Italia,10.035833926,45.56617085,2570,,,,,,,,,,,,,,,,,,,,,,
DM0709012,1201002475,AUTOMOBILI LAMBORGHINI SPA,DM012,1,,"VIA LAMBORGHINI, 1B",SANT'AGATA BOLOGNESE,40019,BO,Italia,11.118196671,44.65753978,-3935,44.658917,11.117307,"Via Ferruccio Lamborghini, 40019 Comune di Sant'Agata Bolognese BO, Italia",,,,Via Ferruccio Lamborghini,40019,,Comune di Sant'Agata Bolognese,Bologna,BO,Emilia-Romagna,EMI,Italia,it,0.405,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
RV2011065,1201002392,S.M. SRL,RV065,,,VIA FULTON 5,SAN GIOVANNI IN PERSICETO,40017,BO,Italia,11.173254882,44.63630973,-1792,44.636219,11.173167,"Via Robert Fulton, 5, 40017 San Giovanni in Persiceto BO, Italia",,5,Comune di San Giovanni in Persiceto,Via Robert Fulton,40017,,San Giovanni in Persiceto,Bologna,BO,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
T359201,1201002483,MECCANICA SBABO SRL,XT001,1,,"VIA MAGRA, 10",CARRE',36010,VI,Italia,11.467755221,45.73445409,1237,45.732321,11.474041,"Via Ca' Magra, 10, 36010 Carrè VI, Italia",,10,,Via Ca' Magra,36010,,Carrè,Vicenza,VI,Veneto,VEN,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
B01009LML,1201002484,4T S.R.L.,SI015,,(Linea SPAZIO_LML),"VIA LIGURIA 6, LOC. FOSCI",POGGIBONSI,53036,SI,Italia,11.121281641,43.470302,3505,43.4702182,11.1215133,"4 T, Via Liguria, 6, 53036 Poggibonsi SI, Italia",4 T,6,,Via Liguria,53036,Zona Artigianale Fosci,Poggibonsi,Siena,SI,Toscana,TOS,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
XM1210066,1201002344,TOMASONI MECCANICA SRL,XM057,,,VIA DELL'ECOLOGIA 16,BORGO SAN GIACOMO,25022,BS,Italia,9.986596834,45.34606609,-2079,45.346975,9.968467,"25022 Borgo San Giacomo, Italia",,,,,25022,,Borgo San Giacomo,Brescia,BS,Lombardia,LOM,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0807161,1201000655,CURTI COSTRUZIONI MECCANICHE SPA,LM162,,,VIA EMILIA PONENTE 750,CASTEL BOLOGNESE,48014,RA,Italia,11.784148266,44.32682582,1897,44.3262709,11.7844804,"Via Emilia Ponente, 750, 48014 Castel Bolognese RA, Italia",,750,,Via Emilia Ponente,48014,,Castel Bolognese,Ravenna,RA,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
L93601148,1201002504,STAMPI 2000 SRL,LB091,1,Linea LEM_93,"VIA OROBIE, 5/7",MEDOLAGO,24030,BG,Italia,9.497146117,45.6735482,265,,,,,,,,,,,,,,,,,,,,,,
L592110,1201002511,TECNOMECCANICA SRL,L5029,,,VIA CIRCONVALLAZIONE 7/A,AGLIE',10011,TO,Italia,7.766858600,45.3588873,-162,,,,,,,,,,,,,,,,,,,,,,
L58507,1201002507,SPANDRE BRUNO,L5003,,,VIA TORINO 17,MATHI,10075,TO,Italia,7.547354558,45.25608206,-3102,45.2549841,7.5470452,"Via Torino, 17, 10075 Mathi Torino, Italia",,17,,Via Torino,10075,,Mathi,Torino,TO,Piemonte,PIE,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
LM0499034,1201000445,LASIM SPA STAB.1,LM035,1,Linea SIRIO_M,"2, VIALE AUSTRIA",LECCE,73100,LE,Italia,18.105133212,40.3906685,-4960,,,,,,,,,,,,,,,,,,,,,,
L592121,1201000445,LASIM SPA STAB.1,L5032,1,,"2, VIALE AUSTRIA",LECCE,73100,LE,Italia,18.105133212,40.3906685,-1020,,,,,,,,,,,,,,,,,,,,,,
LM0601092,1201002528,OMEGA SRL,LM093,,Linea SIRIO_M,VIA CASALE PETTO 11,CERRINA MONFERRATO,15020,AL,Italia,8.225643027,45.11801354,4966,45.118008,8.228818,"Via Casale Petto, 11, 15020 Cerrina Monferrato AL, Italia",,11,,Via Casale Petto,15020,,Cerrina Monferrato,Alessandria,AL,Piemonte,PIE,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
GM1010067,1201002334,IND. ESP. EN AERONAUTICA S.A.,GM067,1,,"AEROPOLIS C/JUAN OLIVERT 14,15",LA RINCONADA - SEVILLA,41300,,Spagna,-5.861545838,37.43496516,4046,37.4348564,-5.8599164,"Calle Juan Olivert, La Rinconada, Spagna",Calle Juan Olivert,,,Calle Juan Olivert,,Aerópolis - Parque Tecnológico Aeroespacial de Andalucía,La Rinconada,Sevilla,SE,Andalusia,,Spagna,es,0.33333333333333337,0.6666666666666667,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
B96062,1201002546,ABK ITALIA SPA,SB022,,Linea SPAZIO,VIA TORRICELLI 25,VERONA,37136,VR,Italia,10.956985300,45.4104528,-1929,45.409192,10.959697,"Via Evangelista Torricelli, 25, 37136 Verona VR, Italia",,25,Comune di Verona,Via Evangelista Torricelli,37136,,Verona,Verona,VR,Veneto,VEN,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
GM0811075,1201001352,ILMA PLASTICA SRL,GM075,,,VIA ALIOLI E SASSI 1,OLTRONA DI GAVIRATE,21026,VA,Italia,8.741025771,45.83223106,2099,,,,,,,,,,,,,,,,,,,,,,
SV1711051,1201002471,OMGM SRL,SV051,,,VIA TOGLIATTI 6,IMOLA,40026,BO,Italia,11.720604788,44.36607634,4733,44.3661368,11.7206864,"Via Palmiro Togliatti, 6, 40026 Imola BO, Italia",,6,,Via Palmiro Togliatti,40026,Zona Industriale,Imola,Bologna,BO,Emilia-Romagna,EMI,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
TM3511035,1201002513,M.C.S. FACCHETTI SRL,TM035,,,"LOC. BREDA, 3",MURA,25070,BS,Italia,10.364768077,45.70208101,3396,45.701874,10.364342,"Localita' Breda, 3, 25070 Comune di Mura BS, Italia",,3,,Localita' Breda,25070,,Comune di Mura,Brescia,BS,Lombardia,LOM,Italia,it,0.81,0.81,0.81,© OpenAddresses contributors,BSD-3-Clause License,
L293204,1201002555,METALMECCANICA FLORA SRL,L2144,,,VIA B. BUOZZI 4,MONTEBELLUNA,31044,TV,Italia,12.017601081,45.77762837,-908,45.7762844,12.0452878,"31044 Montebelluna, Italia",,,,,31044,,Montebelluna,Treviso,TV,Veneto,VEN,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
XM2010065,1201002290,IRIS SRL,XM056,,,CONTRADA FORCHE SN,TORRICELLA,74020,TA,Italia,17.486200698,40.36943039,4216,40.3540623,17.4993924,"Torricella, PUG, Italia",,,,,,,Torricella,Taranto,TA,Puglia,PUG,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
L289109,1201002380,TREVI VIBRATORI S.R.L. DI PERLO GIORGIO E ABBA' G.,L2077,,,STRADA VIGONE 18/7,VILLAFRANCA PIEMONTE,10068,TO,Italia,7.506215712,44.7921559,4833,,,,,,,,,,,,,,,,,,,,,,
JM1411002,1201001968,OVERTECH SRL,JM002,1,,"VIA PARRI, 3",SAN MICHELE TIORRE-FELINO,43030,PR,Italia,10.261001884,44.69136263,-82,44.686623,10.265686,"Via Sandro Pertini, 3, 43030 San Michele Tiorre PR, Italia",,3,Comune di Felino,Via Sandro Pertini,43030,,San Michele Tiorre,Parma,PR,Emilia-Romagna,EMI,Italia,it,0.42857142857142855,1,0.42857142857142855,© OpenAddresses contributors,BSD-3-Clause License,
VM0611065,1201001068,FRANCI SRL,VM065,1,,VIA ALLE FORNACI 27,VALMADRERA,23968,LC,Italia,9.360226851,45.8403161,-1249,45.83823,9.361955,"Via Fornaci, 27, 23968 Valmadrera LC, Italia",,27,Comune di Valmadrera,Via Fornaci,23968,,Valmadrera,Lecco,LC,Lombardia,LOM,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
SM0811015,1201002413,MAINA ORGANI DI TRASMISSIONE SPA,SM015,,,CORSO ALESSANDRIA 160,ASTI,14100,AT,Italia,8.220331400,44.9048724,2777,44.9048724,8.2203314,"Maina Organi di Trasmissione, Corso Alessandria, 160, 14100 Asti AT, Italia",Maina Organi di Trasmissione,160,,Corso Alessandria,14100,,Asti,Asti,AT,Piemonte,PIE,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
L288086,1201002570,I.V.M. DI ISEPPI VALERIANO,L2065,,,VIA DELL'INUSTRIA 19/A,PIUMAZZO CASTELFRANCO EMILIA,41013,MO,Italia,11.058680849,44.55034834,-1580,44.545889,11.066223,"Comune di Castelfranco Emilia (Piumazzo), EMI, Italia",,,Comune di Castelfranco Emilia,,,,Piumazzo,Modena,MO,Emilia-Romagna,EMI,Italia,it,0.08333333333333334,0.33333333333333337,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
VM0606003,1201002572,SVECOM-PE SRL,VM003,,Linea VERUS_M,VIA DELLA TECNICA 4,MONTECCHIO MAGGIORE,36075,VI,Italia,11.415999100,45.4876348,3929,,,,,,,,,,,,,,,,,,,,,,
GM0611076,1201002438,LIKUM SRL SOCIETA' CON SOCIO UNICO,GM076,,,VIA A. DALLA TORRE 6/A,LEVADA PONTE DI PIAVE,31047,TV,Italia,12.471802929,45.73977931,854,45.73968,12.471289,"Via Professor Don Angelo Dalla Torre, 6a, 31047 Ponte di Piave TV, Italia",,6a,Comune di Ponte di Piave,Via Professor Don Angelo Dalla Torre,31047,,Ponte di Piave,Treviso,TV,Veneto,VEN,Italia,it,0.6925500000000001,1,0.7290000000000001,© OpenAddresses contributors,BSD-3-Clause License,
B00112,1201001187,B.M.B. SNC DI BERINI F. & C.,SB072,,Linea SPAZIO,VIA DELL'ARTIGIANATO 42/1,FOGLIANO REDIPUGLIA,34070,GO,Italia,13.475016578,45.85949964,3236,45.8593758,13.4750182,"Via dell'Artigianato, 42/1, 34070 Fogliano Redipuglia Gorizia, Italia",,42/1,,Via dell'Artigianato,34070,Zona Industriale di Fogliano-Redipuglia,Fogliano Redipuglia,Gorizia,GO,Friuli-Venezia Giulia,,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
TM3511039,1201002514,P.R.S. SRL,TM039,,,VIA DEGLI ARTIGIANI 31,LAMA,6013,PG,Italia,12.222246242,43.51607152,4426,43.515957,12.222297,"Via Degli Artigiani - Selci Lama, 31, 06016 San Giustino PG, Italia",,31,,Via Degli Artigiani - Selci Lama,06016,Lama,San Giustino,Perugia,PG,Umbria,UMB,Italia,it,0.9,1,0.9,© OpenAddresses contributors,BSD-3-Clause License,
SM1811014,1201002419,VECCHIATO VALTER & C.Sas,SM014,1,,"VIA DEGLI OLMI, 9 Z.I.",GONARS,33050,UD,Italia,13.255022405,45.90071374,-2404,45.895917,13.237131,"33050 Gonars, Italia",,,,,33050,,Gonars,Udine,UD,Friuli-Venezia Giulia,,Italia,it,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
L592117,1201002347,MECCANICA LUPPI,L5031,,,VIA DELL'ARTIGIANATO 220,STIENTA,45039,RO,Italia,11.559484036,44.93318549,1951,44.9344,11.561174,"Viale dell'Artigianato, 220, 45039 Comune di Stienta RO, Italia",,220,,Viale dell'Artigianato,45039,,Comune di Stienta,Rovigo,RO,Veneto,VEN,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
VM0611066,1201001364,OFF.MECC.FRIGERIO SRL,VM066,,,VIA RAFFAELLO 6/11,CESANA BRIANZA,22030,LC,Italia,9.306011898,45.81386455,4436,,,,,,,,,,,,,,,,,,,,,,
AM1006101,1201002586,C E G SRL,AM081,1,,"VIA LAGHETTO, 14",MORNAGO,21020,VA,Italia,8.743250900,45.7376875,-2543,45.738112,8.742168,"Via Laghetto, 14, 21020 Comune di Mornago VA, Italia",,14,,Via Laghetto,21020,,Comune di Mornago,Varese,VA,Lombardia,LOM,Italia,it,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
VM1011067,1201002493,ASCOT SRL,VM067,,,VIA CALTANA 120/A,CAMPODARSEGO,35011,PD,Italia,11.921716152,45.49750758,2736,,,,,,,,,,,,,,,,,,,,,,
DM0311028,1201000262,S.C.S. SRL,DM028,,,VIA MILANO 12,PONTOGLIO,25037,BS,Italia,9.857811322,45.58153195,1036,,,,,,,,,,,,,,,,,,,,,,
GM0806008,1201002608,M.T.S. SRL MECCANICA TONEL SERGIO,GM008,,Linea RONIN_M,"VIA TRIESTE, 154",BOSCONERO,10080,TO,Italia,7.767347683,45.25647097,457,45.260703,7.766679,"Via Trieste, 154, 10080 Bosconero Torino, Italia",,154,Bosconero,Via Trieste,10080,,Bosconero,Torino,TO,Piemonte,PIE,Italia,it,1,1,1,,,
RV2012068,1201002527,METALMECCANICA TIBERINA SRL,RV068,1,,Z.I.MADONNA DEL MORO,UMBERTIDE,6019,PG,Italia,12.340395504,43.29530683,-1414,43.304009,12.335154,"6019 Comune di Umbertide (Umbertide), Italia",,,Comune di Umbertide,,6019,,Umbertide,Perugia,PG,Umbria,UMB,Italia,it,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
SM1611016,1201002187,ADK D.O.O.,SM016,,,MIKLAVSKA CESTA 59,HOCE SLOVENIA,2311,,Slovenia,15.659487942,46.49521002,-209,46.4946482,15.660894283734592,"Miklavška cesta 59, 2311 Spodnje Hoče, Slovenia",,59,,Miklavška cesta,2311,,Spodnje Hoče,,,,,Slovenia,si,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
PM6000028,1201002095,ALESA SRL,PM028,,Linea PRAGMA_M,VIA E. MATTEI 12,MAZZANO,25080,BS,Italia,10.348216032,45.51081393,-3371,45.5180732,10.3745122,"Via Mattei, 12, 25080 Nuvolera BS, Italia",,12,Zona industriale Nuvolera,Via Mattei,25080,,Nuvolera,Brescia,BS,Lombardia,LOM,Italia,it,1,1,1,,,
L93496064,1201002619,INEXMECC SRL,LB006,1,Linea LEM_93,"VIA DEGLI ARTIGIANI, 1",PAITONE,25080,BS,Italia,10.411559013,45.55569247,637,45.5550281,10.4105002,"Via Degli Artigiani, 1, 25080 Paitone BS, Italia",,1,,Via Degli Artigiani,25080,,Paitone,Brescia,BS,Lombardia,LOM,Italia,it,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
DM0711027,1201002475,AUTOMOBILI LAMBORGHINI SPA,DM027,1,,"VIA LAMBORGHINI, 1B",SANT'AGATA BOLOGNESE,40019,BO,Italia,11.118196671,44.65753978,-4233,44.658917,11.117307,"Via Ferruccio Lamborghini, 40019 Comune di Sant'Agata Bolognese BO, Italia",,,,Via Ferruccio Lamborghini,40019,,Comune di Sant'Agata Bolognese,Bologna,BO,Emilia-Romagna,EMI,Italia,it,0.405,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
B01008LML,1201000511,OLMEC SRL,SI013,,(Linea SPAZIO_LML),VIA PADERGNONE 13,GRASSOBBIO,24050,BG,Italia,9.706918400,45.6544869,1930,45.6516753,9.7029791,"Via Padergnone, 13, 24050 Grassobbio BG, Italia",,13,Comune di Zanica,Via Padergnone,24050,,Grassobbio,Bergamo,BG,Lombardia,LOM,Italia,it,1,1,1,,,
GM0810070,1201001441,C.R. (COGIT),GM070,2,,"VIA MAGELLANO, 22",TREBASELEGHE,35010,PD,Italia,12.048266314,45.5798552,3132,45.582225,12.04331,"Via Ferdinando Magellano, 35010 Comune di Trebaseleghe PD, Italia",,,,Via Ferdinando Magellano,35010,,Comune di Trebaseleghe,Padova,PD,Veneto,VEN,Italia,it,0.405,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
